reaction_id,reaction_equation,dil_test_in_v12
MAR11302,phosphatidate-LD-TAG pool [c] <=> phosphatidate-LD-TAG pool [m],always blocked
MAR11303,L-carnitine [e] + palmitolate [c] <=> L-carnitine [c] + palmitolate [e],ok
MAR11304,L-carnitine [m] + palmitolate [c] <=> L-carnitine [c] + palmitolate [m],ok
MAR11305,3.0 H+ [c] + malonyl-CoA [c] + 2.0 NADPH [c] + palmitate [c] --> CO2 [c] + CoA [c] + H2O [c] + 2.0 NADP+ [c] + stearate [c],ok
MAR11306,3.0 3-methoxytyramine [c] + 2.0 ATP [c] + 2.0 H2O [c] --> 3.0 3-methoxytyramine [e] + 2.0 ADP [c] + 2.0 H+ [c] + 2.0 Pi [c],ok
MAR11307,5-aminolevulinate [e] + H+ [e] --> 5-aminolevulinate [c] + H+ [c],ok
MAR11308,H+ [e] + N-acetylneuraminate [e] --> H+ [c] + N-acetylneuraminate [c],ok
MAR11309,"SAM [c] + Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1) [c] <=> H+ [c] + SAH [c] + Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1) [c]",always blocked
MAR11310,CoA [c] + octadecenoylcarnitine(5) [c] <=> L-carnitine [c] + oleoyl-CoA [c],ok
MAR11311,Ca2+ [e] <=> Ca2+ [c],ok
MAR11312,ATP [c] + GSSG [c] + H2O [c] --> ADP [c] + GSSG [e] + H+ [c] + Pi [c],ok
MAR11313,homocysteine [e] <=> homocysteine [c],ok
MAR11314,2.0 ATP [c] + 2.0 H2O [c] + 3.0 normetanephrine [c] --> 2.0 ADP [c] + 2.0 H+ [c] + 3.0 normetanephrine [e] + 2.0 Pi [c],ok
MAR11315,H+ [e] + orotate [e] --> H+ [c] + orotate [c],ok
MAR11316,1.5 O2 [c] + protoporphyrinogen IX [c] --> 3.0 H2O [c] + protoporphyrin [c],ok
MAR11317,H+ [c] + spermine [e] <=> H+ [e] + spermine [c],ok
MAR11318,H+ [e] <=> H+ [c],ok
MAR11319,thiamin-P [e] <=> thiamin-P [c],ok
MAR11320,thiamin [e] <=> thiamin [c],ok
MAR11321,bilirubin [c] + UDP-glucuronate [c] <=> bilirubin-monoglucuronoside [c] + UDP [c],ok
MAR11322,N-acetylgalactosamine [c] --> N-acetylgalactosamine [e],ok
MAR11323,N-acetylneuraminate [c] --> N-acetylneuraminate [e],ok
MAR11324,core 4 [g] --> core 4 [e],ok
MAR11325,core 5 [g] --> core 5 [e],ok
MAR11326,core 7 [g] --> core 7 [e],ok
MAR11327,core 8 [g] --> core 8 [e],ok
MAR11328,disialyl-T antigen [g] --> disialyl-T antigen [e],ok
MAR11329,D-Galactosamine [e] <=> D-Galactosamine [c],always blocked
MAR11330,Menaquinone-10 [c] <=> Menaquinone-10 [e],always blocked
MAR11331,Menaquinone-11 [c] <=> Menaquinone-11 [e],always blocked
MAR11332,Menaquinone-7 [c] <=> Menaquinone-7 [e],always blocked
MAR11333,Menaquinone-9 [c] <=> Menaquinone-9 [e],always blocked
MAR11334,de-Fuc form of PA6 (wo peptide linkage) [e] <=> de-Fuc form of PA6 (wo peptide linkage) [c],ok
MAR11335,sialyl-Tn antigen [g] --> sialyl-Tn antigen [e],ok
MAR11336,core 4 [e] <=> ,ok
MAR11337,F1alpha [e] <=> ,ok
MAR11338,D-Galactosamine [e] <=> ,always blocked
MAR11339,"glcnac-alpha-1,4-core 1 [e] <=> ",ok
MAR11340,Menaquinone-10 [e] <=> ,always blocked
MAR11341,Menaquinone-11 [e] <=> ,always blocked
MAR11342,Menaquinone-7 [e] <=> ,always blocked
MAR11343,Menaquinone-9 [e] <=> ,always blocked
MAR11344,de-Fuc form of PA6 (wo peptide linkage) [e] <=> ,ok
MAR11345,lipoamide [e] <=> ,unblocked by dilution
MAR11346,H+ [e] + lipoamide [e] <=> H+ [c] + lipoamide [c],unblocked by dilution
MAR11347,N-acetylgalactosamine [e] <=> ,ok
MAR11348,N-acetylneuraminate [e] <=> ,ok
MAR11349,creatine-phosphate [e] <=> ,ok
MAR11350,cis-aconitate [e] <=> ,ok
MAR11351,azelaic acid [e] <=> ,ok
MAR11352,phosphatidate-LD-TAG pool [e] <=> ,always blocked
MAR11353,O-methylhippurate [e] <=> ,ok
MAR11354,F1alpha [e] <=> F1alpha [l],ok
MAR11355,F1alpha [e] <=> F1alpha [g],ok
MAR11356,"glcnac-alpha-1,4-core 1 [g] <=> glcnac-alpha-1,4-core 1 [c]",ok
MAR11357,4-hydroxyphenyllactate [c] + H+ [c] <=> 4-hydroxyphenyllactate [m] + H+ [m],ok
MAR11358,3-hydroxyisobutyrate [m] --> 3-hydroxyisobutyrate [c],ok
MAR11359,hydracrylate [c] <=> hydracrylate [m],ok
MAR11360,N-acetyl-L-glutamate [c] <=> N-acetyl-L-glutamate [m],ok
MAR11361,H+ [i] + lipoamide [c] --> H+ [m] + lipoamide [m],ok
MAR11362,homoserine [m] <=> homoserine [c],always blocked
MAR11363,PGP-CL pool [m] <=> PGP-CL pool [c],ok
MAR11364,O-methylhippurate [c] <=> O-methylhippurate [e],ok
MAR11365,taurolithocholate [c] <=> taurolithocholate [x],MAM02965c;MAM02965x
MAR11366,prostaglandin E2 [r] <=> prostaglandin E2 [c],ok
MAR11367,prostaglandin E2 [m] <=> prostaglandin E2 [c],ok
MAR11368,estradiol-17beta [r] + H+ [r] + NADPH [r] + O2 [r] --> estriol [r] + H2O [r] + NADP+ [r],ok
MAR11369,16alpha-hydroxyestrone [r] + H+ [r] + NADH [r] --> estriol [r] + NAD+ [r],ok
MAR11370,lathosterol [c] <=> lathosterol [r],ok
MAR11371,PG-CL pool [m] <=> PG-CL pool [c],ok
MAR11372,glycogenin G4G4 [c] <=> glycogenin G4G4 [e],ok
MAR11373,glycogenin G4G4 [e] <=> ,ok
MAR11374,"3alpha,7alpha-dihydroxy-5beta-cholestanate [c] + ATP [c] + H2O [c] --> 3alpha,7alpha-dihydroxy-5beta-cholestanate [e] + ADP [c] + H+ [c] + Pi [c]",ok
MAR11375,"3alpha,7alpha-dihydroxy-5beta-cholestanate [c] + Na+ [c] <=> 3alpha,7alpha-dihydroxy-5beta-cholestanate [e] + Na+ [e]",ok
MAR11376,"3alpha,7alpha-dihydroxy-5beta-cholestanate [e] <=> ",ok
MAR11377,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [c] + ATP [c] + H2O [c] --> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [e] + ADP [c] + H+ [c] + Pi [c]",ok
MAR11378,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [c] + Na+ [c] <=> 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [e] + Na+ [e]",ok
MAR11379,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate [e] <=> ",ok
MAR11380,"5beta-cholestane-3alpha,7alpha,26-triol [c] + ATP [c] + H2O [c] --> 5beta-cholestane-3alpha,7alpha,26-triol [e] + ADP [c] + H+ [c] + Pi [c]",ok
MAR11381,"5beta-cholestane-3alpha,7alpha,26-triol [c] + Na+ [c] <=> 5beta-cholestane-3alpha,7alpha,26-triol [e] + Na+ [e]",ok
MAR11382,"5beta-cholestane-3alpha,7alpha,26-triol [e] <=> ",ok
MAR11383,7alpha-hydroxycholest-4-en-3-one [c] + ATP [c] + H2O [c] --> 7alpha-hydroxycholest-4-en-3-one [e] + ADP [c] + H+ [c] + Pi [c],ok
MAR11384,7alpha-hydroxycholest-4-en-3-one [c] + Na+ [c] <=> 7alpha-hydroxycholest-4-en-3-one [e] + Na+ [e],ok
MAR11385,7alpha-hydroxycholest-4-en-3-one [e] <=> ,ok
MAR11386,"7alpha,12alpha-dihydroxycholest-4-en-3-one [c] + ATP [c] + H2O [c] --> 7alpha,12alpha-dihydroxycholest-4-en-3-one [e] + ADP [c] + H+ [c] + Pi [c]",ok
MAR11387,"7alpha,12alpha-dihydroxycholest-4-en-3-one [e] <=> ",ok
MAR11388,ATP [c] + H2O [c] + 7-Ketolithocholate [c] --> ADP [c] + H+ [c] + Pi [c] + 7-Ketolithocholate [e],MAM03313c;MAM03313e
MAR11389,Na+ [c] + 7-Ketolithocholate [c] <=> Na+ [e] + 7-Ketolithocholate [e],MAM03313c;MAM03313e
MAR11390,7-Ketolithocholate [e] <=> ,always blocked
MAR11391,2-oxobutyrate [e] <=> ,ok
MAR11392,Glutarate [e] <=> ,always blocked
MAR11393,D-gluconic acid [e] <=> ,ok
MAR11394,ATP [c] + CoA [c] + propanoate [c] --> ADP [c] + Pi [c] + propanoyl-CoA [c],ok
MAR11395,adenosine [e] + H+ [e] <=> adenosine [c] + H+ [c],ok
MAR11396,butyrate [e] + H+ [e] <=> butyrate [c] + H+ [c],ok
MAR11397,cytidine [e] + H+ [e] <=> cytidine [c] + H+ [c],ok
MAR11398,dUTP [c] + H2O [c] --> dUMP [c] + H+ [c] + PPi [c],ok
MAR11399,AKG [c] + L-erythro-4-hydroxyglutamate [c] --> 4-hydroxy-2-oxoglutarate [c] + glutamate [c],always blocked
MAR11400,fumarate [e] <=> ,ok
MAR11401,Glycylleucine [e] <=> ,ok
MAR11402,Glycyl-Phenylalanine [e] <=> ,ok
MAR11403,Glycylproline [e] <=> ,ok
MAR11404,malate [e] <=> ,ok
MAR11405,PPi [e] <=> ,ok
MAR11406,Fe2+ [c] + protoporphyrin [c] --> 2.0 H+ [c] + heme [c],ok
MAR11407,4.0 Fe2+ [c] + 4.0 H+ [c] + O2 [c] --> 4.0 Fe3+ [c] + 2.0 H2O [c],always blocked
MAR11408,"farnesyl-PP [c] + isopentenyl-pPP [c] --> PPi [c] + 2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate [c]",always blocked
MAR11409,"farnesyl-PP [c] + isopentenyl-pPP [c] --> PPi [c] + trans,trans,cis-geranyl-geranyl-pp [c]",ok
MAR11410,galactose [e] + 2.0 H+ [e] <=> galactose [c] + 2.0 H+ [c],ok
MAR11411,H2O [c] + Glycylleucine [c] <=> glycine [c] + leucine [c],ok
MAR11412,H+ [e] + Glycylleucine [e] --> H+ [c] + Glycylleucine [c],ok
MAR11413,H2O [c] + Glycyl-Phenylalanine [c] <=> glycine [c] + phenylalanine [c],ok
MAR11414,H2O [c] + Glycylproline [c] <=> glycine [c] + proline [c],ok
MAR11415,H+ [e] + inosine [e] <=> H+ [c] + inosine [c],ok
MAR11416,ATP [c] + cysteine [c] + D-4-phosphopantothenate [c] --> (R)-4-phosphopantothenoyl-cysteine [c] + AMP [c] + H+ [c] + PPi [c],ok
MAR11417,H+ [e] + thymidine [e] <=> H+ [c] + thymidine [c],ok
MAR11418,H+ [e] + uridine [e] <=> H+ [c] + uridine [c],ok
MAR11419,indoleacetate [e] <=> ,ok
MAR11420,NH4+ [e] <=> ,ok
MAR11421,citrate [c] --> acetate [c] + OAA [c],ok
MAR11422,galactitol [e] <=> ,ok
MAR11423,D-glucarate [e] <=> ,ok
MAR11424,glucuronate [e] <=> ,ok
MAR11425,maltohexaose [e] <=> ,ok
MAR11426,putrescine [e] <=> ,ok
MAR11427,spermidine [e] <=> ,ok
MAR11428,xanthine [e] <=> ,ok
MAR11429,"H2O [c] + (Z)-But-2-Ene-1,2,3-Tricarboxylate [c] <=> (2S,3R)-3-Hydroxybutane-1,2,3-Tricarboxylate [c]",always blocked
MAR11430,H+ [c] + OAA [c] --> CO2 [c] + pyruvate [c],ok
MAR11431,4-hydroxybenzoate [e] <=> ,ok
MAR11432,"3,4-dihydroxyphenylacetate [e] <=> ",ok
MAR11433,H+ [c] + thiamin [e] <=> H+ [e] + thiamin [c],ok
MAR11434,Menaquinone-8 [e] <=> ,always blocked
MAR11435,Menaquinone-8 [c] <=> Menaquinone-8 [e],always blocked
MAR11436,Indole [e] <=> ,always blocked
MAR11437,Methanethiol [e] <=> ,always blocked
MAR11438,phenylpyruvate [e] <=> ,ok
MAR11439,tyramine [e] <=> ,ok
MAR11440,2-hydroxyphenylacetate [e] <=> ,ok
MAR11441,lanosterol [e] <=> ,ok
MAR11442,H+ [e] + phenylpyruvate [e] <=> H+ [c] + phenylpyruvate [c],ok
MAR11443,H+ [m] + phenylpyruvate [m] <=> H+ [c] + phenylpyruvate [c],ok
MAR11444,vanillylmandelate [m] --> vanillylmandelate [c],ok
MAR11445,vanillylmandelate [c] --> vanillylmandelate [e],ok
MAR11446,vanillylmandelate [e] <=> ,ok
MAR11447,glyoxalate [c] --> glyoxalate [e],ok
MAR11448,glyoxalate [e] <=> ,ok
MAR11449,2-methylbutyrylglycine [m] --> 2-methylbutyrylglycine [c],ok
MAR11450,2-methylbutyrylglycine [c] + chloride [c] + 3.0 Na+ [c] <=> 2-methylbutyrylglycine [e] + chloride [e] + 3.0 Na+ [e],ok
MAR11451,2-methylbutyrylglycine [e] <=> ,ok
MAR11452,3-methylcrotonoylglycine [m] --> 3-methylcrotonoylglycine [c],ok
MAR11453,3-methylcrotonoylglycine [c] + chloride [c] + 3.0 Na+ [c] <=> 3-methylcrotonoylglycine [e] + chloride [e] + 3.0 Na+ [e],ok
MAR11454,3-methylcrotonoylglycine [e] <=> ,ok
MAR11455,isovalerylglycine [m] --> isovalerylglycine [c],ok
MAR11456,chloride [c] + isovalerylglycine [c] + 3.0 Na+ [c] <=> chloride [e] + isovalerylglycine [e] + 3.0 Na+ [e],ok
MAR11457,isovalerylglycine [e] <=> ,ok
MAR11458,acetyl-CoA [m] + tyrosine [m] --> CoA [m] + H+ [m] + N-Acetyl-Tyrosine [m],ok
MAR11459,N-Acetyl-Tyrosine [m] --> N-Acetyl-Tyrosine [c],ok
MAR11460,N-Acetyl-Tyrosine [c] --> N-Acetyl-Tyrosine [e],ok
MAR11461,N-Acetyl-Tyrosine [e] <=> ,ok
MAR11462,fumarylacetoacetate [c] + H+ [c] + NADH [c] --> NAD+ [c] + Succinyl-Acetoacetate [c],ok
MAR11463,4-maleylacetoacetate [c] + H+ [c] + NADH [c] --> NAD+ [c] + Succinyl-Acetoacetate [c],ok
MAR11464,H+ [c] + Succinyl-Acetoacetate [c] --> CO2 [c] + Succinylacetone [c],ok
MAR11465,Succinylacetone [c] --> Succinylacetone [e],ok
MAR11466,Succinylacetone [e] <=> ,ok
MAR11467,3-O-methyldopa [c] + AKG [c] <=> glutamate [c] + Vanilpyruvic Acid [c],ok
MAR11468,H+ [c] + NADH [c] + Vanilpyruvic Acid [c] <=> NAD+ [c] + Vanil-Lactate [c],ok
MAR11469,3-O-methyldopa [c] --> 3-O-methyldopa [m],ok
MAR11470,3-O-methyldopa [m] + acetyl-CoA [m] --> CoA [m] + H+ [m] + N-Acetylvanilalanine [m],ok
MAR11471,N-Acetylvanilalanine [m] --> N-Acetylvanilalanine [c],ok
MAR11472,N-Acetylvanilalanine [c] --> N-Acetylvanilalanine [e],ok
MAR11473,Vanil-Lactate [c] --> Vanil-Lactate [e],ok
MAR11474,Vanil-Lactate [e] <=> ,ok
MAR11475,N-Acetylvanilalanine [e] <=> ,ok
MAR11476,2-oxo-3-methylvalerate [c] + H+ [c] + NADH [c] <=> NAD+ [c] + 2-Hydroxy-3-Methyl-Valerate [c],ok
MAR11477,2-Hydroxy-3-Methyl-Valerate [c] <=> 2-Hydroxy-3-Methyl-Valerate [e],ok
MAR11478,2-Hydroxy-3-Methyl-Valerate [e] <=> ,ok
MAR11479,3-methyl-2-oxobutyrate [c] + H+ [c] + NADH [c] <=> NAD+ [c] + 2-Hydroxy-Isovalerate [c],ok
MAR11480,2-Hydroxy-Isovalerate [c] <=> 2-Hydroxy-Isovalerate [e],ok
MAR11481,2-Hydroxy-Isovalerate [e] <=> ,ok
MAR11482,(S)-3-hydroxy-2-methylbutyryl-CoA [m] + H2O [m] --> CoA [m] + H+ [m] + 2-Methyl-3-Hydroxy-Butyrate [m],ok
MAR11483,2-Methyl-3-Hydroxy-Butyrate [m] --> 2-Methyl-3-Hydroxy-Butyrate [c],ok
MAR11484,2-Methyl-3-Hydroxy-Butyrate [c] --> 2-Methyl-3-Hydroxy-Butyrate [e],ok
MAR11485,2-Methyl-3-Hydroxy-Butyrate [e] <=> ,ok
MAR11486,2.0 propanoyl-CoA [m] <=> CoA [m] + 2-Methyl-3-Oxo-Valeryl Coenzyme A [m],ok
MAR11487,H2O [m] + 2-Methyl-3-Oxo-Valeryl Coenzyme A [m] --> CoA [m] + H+ [m] + 2-Methyl-3-Oxo-Valerate [m],ok
MAR11488,2-Methyl-3-Oxo-Valerate [m] --> 2-Methyl-3-Oxo-Valerate [c],ok
MAR11489,H+ [c] + NADH [c] + 2-Methyl-3-Oxo-Valerate [c] <=> NAD+ [c] + 2-Methyl-3-Hydroxy-Valerate [c],ok
MAR11490,2-Methyl-3-Hydroxy-Valerate [c] --> 2-Methyl-3-Hydroxy-Valerate [e],ok
MAR11491,2-Methyl-3-Hydroxy-Valerate [e] <=> ,ok
MAR11492,H2O [c] + HMG-CoA [c] --> CoA [c] + H+ [c] + 3-Hydroxy-3-Methyl-Glutarate [c],ok
MAR11493,3-Hydroxy-3-Methyl-Glutarate [c] --> 3-Hydroxy-3-Methyl-Glutarate [e],ok
MAR11494,3-Hydroxy-3-Methyl-Glutarate [e] <=> ,ok
MAR11495,3-methylglutaconyl-CoA [m] + H2O [m] --> CoA [m] + H+ [m] + 3-Methyl-Glutaconate [m],ok
MAR11496,3-Methyl-Glutaconate [m] --> 3-Methyl-Glutaconate [c],ok
MAR11497,3-Methyl-Glutaconate [c] --> 3-Methyl-Glutaconate [e],ok
MAR11498,3-Methyl-Glutaconate [e] <=> ,ok
MAR11499,H+ [c] + NADPH [c] + 3-Methyl-Glutaconate [c] --> NADP+ [c] + 3-Methyl-Glutarate [c],ok
MAR11500,3-Methyl-Glutarate [c] --> 3-Methyl-Glutarate [e],ok
MAR11501,3-Methyl-Glutarate [e] <=> ,ok
MAR11502,glycine [m] + propanoyl-CoA [m] <=> CoA [m] + H+ [m] + Propionyl-Glycine [m],ok
MAR11503,Propionyl-Glycine [m] --> Propionyl-Glycine [c],ok
MAR11504,Propionyl-Glycine [c] --> Propionyl-Glycine [e],ok
MAR11505,Propionyl-Glycine [e] <=> ,ok
MAR11506,(R)-mevalonate [c] + H+ [c] --> H2O [c] + Mevalonate-Lactone [c],ok
MAR11507,Mevalonate-Lactone [c] --> Mevalonate-Lactone [e],ok
MAR11508,Mevalonate-Lactone [e] <=> ,ok
MAR11509,glycine [m] + tiglyl-CoA [m] <=> CoA [m] + H+ [m] + Tiglyl Glycine [m],ok
MAR11510,Tiglyl Glycine [m] --> Tiglyl Glycine [c],ok
MAR11511,Tiglyl Glycine [c] --> Tiglyl Glycine [e],ok
MAR11512,Tiglyl Glycine [e] <=> ,ok
MAR11513,FAD [m] + glutaryl-CoA [m] --> FADH2 [m] + Trans-Delta-2-Glutaryl Coenzyme A [m],ok
MAR11514,H2O [m] + Trans-Delta-2-Glutaryl Coenzyme A [m] --> 3-Hydroxy-Glutaryl Coenzyme A [m],ok
MAR11515,H2O [m] + 3-Hydroxy-Glutaryl Coenzyme A [m] --> CoA [m] + H+ [m] + 3-Hydroxy-Glutarate [m],ok
MAR11516,3-Hydroxy-Glutarate [m] --> 3-Hydroxy-Glutarate [c],ok
MAR11517,3-Hydroxy-Glutarate [c] --> 3-Hydroxy-Glutarate [e],ok
MAR11518,AKG [e] + 3-Hydroxy-Glutarate [c] <=> AKG [c] + 3-Hydroxy-Glutarate [e],ok
MAR11519,3-Hydroxy-Glutarate [e] <=> ,ok
MAR11520,FAD [m] + glutaryl-CoA [m] --> FADH2 [m] + Glutaconyl Coenzyme A [m],ok
MAR11521,H2O [m] + Glutaconyl Coenzyme A [m] --> CoA [m] + H+ [m] + Glutaconate [m],ok
MAR11522,Glutaconate [m] --> Glutaconate [c],ok
MAR11523,Glutaconate [c] --> Glutaconate [e],ok
MAR11524,Glutaconate [e] <=> ,ok
MAR11525,H2O [m] + 3-Hydroxyisovaleryl Coenzyme A [m] --> CoA [m] + H+ [m] + 3-Hydroxyisovaleric Acid [m],ok
MAR11526,3-Hydroxyisovaleric Acid [m] --> 3-Hydroxyisovaleric Acid [c],ok
MAR11527,3-Hydroxyisovaleric Acid [c] --> 3-Hydroxyisovaleric Acid [e],ok
MAR11528,3-Hydroxyisovaleric Acid [e] <=> ,ok
MAR11529,H2O [x] + O2 [x] + Adipoyl Coenzyme A [x] --> H2O2 [x] + 3-Hydroxy-Adipoyl Coenzyme A [x],ok
MAR11530,H2O [x] + 3-Hydroxy-Adipoyl Coenzyme A [x] --> CoA [x] + H+ [x] + 3-Hydroxy-Adipate [x],ok
MAR11531,3-Hydroxy-Adipate [x] --> 3-Hydroxy-Adipate [c],ok
MAR11532,3-Hydroxy-Adipate [c] --> 3-Hydroxy-Adipate [e],ok
MAR11533,3-Hydroxy-Adipate [e] <=> ,ok
MAR11534,H2O [x] + O2 [x] + Sebacoyl Coenzyme A [x] --> H2O2 [x] + 3-Hydroxy-Sebacoyl Coenzyme A [x],ok
MAR11535,H2O [x] + 3-Hydroxy-Sebacoyl Coenzyme A [x] --> CoA [x] + H+ [x] + 3-Hydroxy-Sebacic Acid [x],ok
MAR11536,3-Hydroxy-Sebacic Acid [x] --> 3-Hydroxy-Sebacic Acid [c],ok
MAR11537,3-Hydroxy-Sebacic Acid [c] --> 3-Hydroxy-Sebacic Acid [e],ok
MAR11538,3-Hydroxy-Sebacic Acid [e] <=> ,ok
MAR11539,H2O [x] + O2 [x] + Suberyl Coenzyme A [x] --> H2O2 [x] + 3-Hydoxy-Suberyl Coenzyme A [x],ok
MAR11540,H2O [x] + 3-Hydoxy-Suberyl Coenzyme A [x] --> CoA [x] + H+ [x] + 3-Hydoxy-Suberic Acid [x],ok
MAR11541,3-Hydoxy-Suberic Acid [x] --> 3-Hydoxy-Suberic Acid [c],ok
MAR11542,3-Hydoxy-Suberic Acid [c] --> 3-Hydoxy-Suberic Acid [e],ok
MAR11543,3-Hydoxy-Suberic Acid [e] <=> ,ok
MAR11544,H2O [c] + hexanoyl-CoA [c] --> CoA [c] + H+ [c] + hexanoic acid [c],ok
MAR11545,H+ [c] + hexanoic acid [c] + NADPH [c] + O2 [c] --> H2O [c] + NADP+ [c] + 5-Hydroxyhexanoic Acid [c],ok
MAR11546,5-Hydroxyhexanoic Acid [c] --> 5-Hydroxyhexanoic Acid [e],ok
MAR11547,5-Hydroxyhexanoic Acid [e] <=> ,ok
MAR11548,H+ [c] + NADPH [c] + O2 [c] + octanoic acid [c] --> H2O [c] + NADP+ [c] + 7-Hydroxy-Octanoate [c],ok
MAR11549,7-Hydroxy-Octanoate [c] --> 7-Hydroxy-Octanoate [e],ok
MAR11550,7-Hydroxy-Octanoate [e] <=> ,ok
MAR11551,butyryl-CoA [c] + CO2 [c] --> H+ [c] + Ethylmalonyl Coenzyme A [c],ok
MAR11552,H2O [c] + Ethylmalonyl Coenzyme A [c] --> CoA [c] + H+ [c] + Ethylmalonic Acid [c],ok
MAR11553,Ethylmalonic Acid [c] --> Ethylmalonic Acid [e],ok
MAR11554,Ethylmalonic Acid [e] <=> ,ok
MAR11555,glycine [c] + hexanoyl-CoA [c] --> CoA [c] + H+ [c] + Hexanoyl-Glycine [c],ok
MAR11556,Hexanoyl-Glycine [c] --> Hexanoyl-Glycine [e],ok
MAR11557,Hexanoyl-Glycine [e] <=> ,ok
MAR11558,Ethylmalonyl Coenzyme A [c] --> Methyl-Succinyl Coenzyme A [c],ok
MAR11559,H2O [c] + Methyl-Succinyl Coenzyme A [c] --> CoA [c] + H+ [c] + Methyl-Succinate [c],ok
MAR11560,Methyl-Succinate [c] --> Methyl-Succinate [e],ok
MAR11561,Methyl-Succinate [e] <=> ,ok
MAR11562,glycine [c] + Suberyl Coenzyme A [c] --> CoA [c] + H+ [c] + Suberyl-Glycine [c],ok
MAR11563,Suberyl-Glycine [c] --> Suberyl-Glycine [e],ok
MAR11564,Suberyl-Glycine [e] <=> ,ok
MAR11565,H+ [m] + NADH [m] + succinate semialdehyde [m] --> NAD+ [m] + 4-Hydroxy-Butyrate [m],ok
MAR11566,4-Hydroxy-Butyrate [m] --> 4-Hydroxy-Butyrate [c],ok
MAR11567,4-Hydroxy-Butyrate [c] --> 4-Hydroxy-Butyrate [e],ok
MAR11568,4-Hydroxy-Butyrate [e] <=> ,ok
MAR11569,12(S)-HPETE [e] --> 12(S)-HPETE [c],ok
MAR11570,15(S)-HPETE [e] --> 15(S)-HPETE [c],ok
MAR11571,L-3-amino-isobutanoate [e] + 2.0 Na+ [e] <=> L-3-amino-isobutanoate [c] + 2.0 Na+ [c],ok
MAR11572,1-alkyl-2-lysoglycerol-3-phosphocholine [c] + ATP [c] + H2O [c] --> 1-alkyl-2-lysoglycerol-3-phosphocholine [e] + ADP [c] + H+ [c] + Pi [c],ok
MAR11573,20alpha-hydroxy-4-pregnen-3-one [e] + ATP [c] + H2O [c] + Na+ [e] --> 20alpha-hydroxy-4-pregnen-3-one [c] + ADP [c] + H+ [c] + Na+ [c] + Pi [c],ok
MAR11574,"11,12-EET [e] --> 11,12-EET [c]",ok
MAR11575,"14,15-EET [e] --> 14,15-EET [c]",ok
MAR11576,12(S)-HHT [e] --> 12(S)-HHT [c],ok
MAR11577,ATP [c] + cis-gondoic acid [e] + H2O [c] --> ADP [c] + cis-gondoic acid [c] + H+ [c] + Pi [c],ok
MAR11578,15(S)-HETrE [e] + ATP [c] + H2O [c] --> 15(S)-HETrE [c] + ADP [c] + H+ [c] + Pi [c],ok
MAR11579,15(S)-HEPE [e] --> 15(S)-HEPE [c],ok
MAR11580,"14,15-DiHETE [e] --> 14,15-DiHETE [c]",ok
MAR11581,ATP [c] + H2O [c] + nervonic acid [e] --> ADP [c] + H+ [c] + nervonic acid [c] + Pi [c],ok
MAR11582,2-acetyl-1-alkyl-sn-glycero-3-phosphocholine [c] + ATP [c] + H2O [c] --> 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine [e] + ADP [c] + H+ [c] + Pi [c],ok
MAR11583,PI pool [c] --> PI pool [e],ok
MAR11584,1-Palmitoylglycerophosphoinositol [c] --> 1-Palmitoylglycerophosphoinositol [e],MAM03803c;MAM03803e
MAR11585,1-Arachidonoylglycerophosphoinositol [c] --> 1-Arachidonoylglycerophosphoinositol [e],MAM03802c;MAM03802e
MAR11586,1-Stearoylglycerophosphoinositol [c] --> 1-Stearoylglycerophosphoinositol [e],MAM03804c;MAM03804e
MAR11587,"ATP [c] + H2O [c] + 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) [c] --> ADP [c] + H+ [c] + Pi [c] + 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6) [e]",MAM03827c;MAM03827e
MAR11588,ATP [c] + H2O [c] + 2-Linoleoylglycerophosphocholine [c] --> ADP [c] + H+ [c] + Pi [c] + 2-Linoleoylglycerophosphocholine [e],MAM03805c;MAM03805e
MAR11589,ATP [c] + H2O [c] + 2-Oleoylglycerophosphocholine [c] --> ADP [c] + H+ [c] + Pi [c] + 2-Oleoylglycerophosphocholine [e],MAM03806c;MAM03806e
MAR11590,ATP [c] + H2O [c] + 2-Stearoylglycerophosphocholine [c] --> ADP [c] + H+ [c] + Pi [c] + 2-Stearoylglycerophosphocholine [e],MAM03808c;MAM03808e
MAR11591,ATP [c] + H2O [c] + 1-Arachidonoyl-Glycero-3-Phosphocholine [c] --> ADP [c] + H+ [c] + Pi [c] + 1-Arachidonoyl-Glycero-3-Phosphocholine [e],MAM03809c;MAM03809e
